,type,in_strength_1,in_strength_2,out_strength_1,out_strength_2,in_out_strength_1,in_out_strength_2,motif_4_1,motif_4_2,motif_5_1,motif_5_2,motif_6_1,motif_6_2,motif_7_1,motif_7_2,motif_8_1,motif_8_2,motif_9_1,motif_9_2,motif_10_1,motif_10_2,motif_11_1,motif_11_2,motif_12_1,motif_12_2,motif_13_1,motif_13_2,motif_14_1,motif_14_2,motif_15_1,motif_15_2,motif_16_1,motif_16_2,NetEMD_upper_1,NetEMD_upper_2,NetEMD_lower_1,NetEMD_lower_2,NetEMD_comb_1,NetEMD_comb_2,NetEMD_rw_1,NetEMD_rw_2,gaw_score,gaw10_score,gaw20_score,degree_std,first_density,second_density,third_density,small_community,first_strength,second_strength,upper_ipr_1,upper_exp_1,upper_ipr_2,upper_exp_2,upper_ipr_3,upper_exp_3,upper_ipr_4,upper_exp_4,upper_ipr90,upper_abs90,upper_sign_stat_1,upper_sign_stat_2,upper_sign_equal_1,upper_sign_equal_2,upper_absolute_value,lower_ipr_1,lower_exp_1,lower_ipr_2,lower_exp_2,lower_ipr_3,lower_exp_3,lower_ipr_4,lower_exp_4,lower_ipr90,lower_abs90,lower_sign_stat_1,lower_sign_stat_2,lower_sign_equal_1,lower_sign_equal_2,lower_absolute_value,comb_ipr_1,comb_exp_1,comb_ipr_2,comb_exp_2,comb_ipr_3,comb_exp_3,comb_ipr_4,comb_exp_4,comb_ipr90,comb_abs90,comb_sign_stat_1,comb_sign_stat_2,comb_sign_equal_1,comb_sign_equal_2,comb_absolute_value,rw_ipr_1,rw_exp_1,rw_ipr_2,rw_exp_2,rw_ipr_3,rw_exp_3,rw_ipr_4,rw_exp_4,rw_ipr90,rw_abs90,rw_sign_stat_1,rw_sign_stat_2,rw_sign_equal_1,rw_sign_equal_2,rw_absolute_value,path_2,path_3,path_4,path_5,path_6,path_7,path_8,path_9,path_10,path_11,path_12,path_13,path_14,path_15,path_16,path_17,path_18,path_19,path_20
176,star,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7888100148231763,12.666798533237985,0.30159044126757106,8.0,0,2.4940815506164347,0.05938289406229606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25969013297548,0.0,0.0,0.0,0.0,0.0,2.018038380809933,0.0,0.0,2.396616016382758,2.6708389331577407,0.0,0.0,0.0,0.0,2.5019950145268735,0.0,0.0,0.0,0.0,0.0,1.3461037131018394,4.267491530611255,2.173443242279127,14.747490466558922,14.101155685025482,0.0,0.0,4.5437919219859415,3.730921522843105,2.796345314326522,0.0,0.0,0.0,0.0,0.0,2.075750564477483,0.0,0.0,5.276951970202574,5.697144944902718,5.841585689785807,5.758372957545303,4.851309793382858,4.689624246851926,0.0,0.0,0.0,0.0,0.0,0.0,1.5114642289945321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40894708607529556,0.593482763423588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7804060831177244,1.8382390579099368,0.0,-0.3867637777597983,12.666798533237985,0.30159044126757106,8.0,0,2.4940815506164347,0.05938289406229606,10.90991452164338,9.601292047350874,0.0,1.790236877445634,8.0,6.384969191163139,0.0,0.0,4.93550073688804,5.25106107211911,1.6818511087388819,0.03363702217477764,0.0,0.0,2.0914117518784074,5.968598721577869,3.6424551370077847,0.0,0.0,0.0,0.0,0.0,0.0,8.04798350165667,5.461388553636891,0.0,0.0,0.0,0.0,1.123113348588445,23.96469085644802,24.521754026319606,6.370457160248768,6.438562633984359,4.441520204395468,4.245616968388607,3.9969227578120723,1.673822883543385,4.333871523704431,7.913665789869661,3.7369170502108293,0.08067630419093585,0.0,0.0,1.2632350675739938,12.26529748736804,7.254651374503982,0.0,0.0,0.0,0.0,0.0,0.0,10.811100911745932,0.0,0.0,0.0,0.0,0.0,1.6403503575472151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532661091677638,0.0,0.0,0.14554441221751685,0.0,0.0,0.2538646678197404,0.1707618526964572,0.0,0.0,0.0
272,star,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.1359778647334093,0.0,0.0,0.0,0.0,0.0,2.0531298683335972,0.0,2.3688878835194904,2.2582772555518944,3.3474124703152515,0.0434728892248734,3.233883919087799,0,1.8450570686175864,0.023961780111916707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25969013297548,0.0,0.0,0.0,0.0,0.0,1.335190024455275,0.0,0.0,2.396616016382758,2.6708389331577407,0.0,0.0,0.0,0.0,2.5019950145268735,0.0,0.0,0.0,0.0,0.0,2.3160951759232096,4.267491530611255,2.173443242279127,14.747490466558922,14.101155685025482,0.0,0.0,4.5437919219859415,3.730921522843105,2.796345314326522,0.0,0.0,0.0,0.0,0.0,1.398937360622947,0.0,0.0,5.276951970202574,5.697144944902718,5.841585689785807,5.758372957545303,4.851309793382858,4.689624246851926,0.0,0.0,0.0,0.0,0.0,0.0,2.0118520146482886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7951686599609082,0.7107990867694776,0.0,0.0,0.6480183980470338,0.0,0.22016384892146465,0.0,0.0,0.0,0.0
287,star,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05407639445881714,12.666798533237985,0.30159044126757106,8.0,0,2.4940815506164347,0.05938289406229606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25969013297548,0.0,0.0,0.0,0.0,0.0,1.1689898839341242,0.0,0.0,2.396616016382758,2.6708389331577407,0.0,0.0,0.0,0.0,2.5019950145268735,0.0,0.0,0.0,0.0,0.0,1.9727160863150266,4.267491530611255,2.173443242279127,14.747490466558922,14.101155685025482,0.0,0.0,4.5437919219859415,3.730921522843105,2.796345314326522,0.0,0.0,0.0,0.0,0.0,0.7003318833085252,0.0,0.0,5.276951970202574,5.697144944902718,5.841585689785807,5.758372957545303,4.851309793382858,4.689624246851926,0.0,0.0,0.0,0.0,0.0,0.0,1.3345783140467942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25730013638087335,0.0,0.0,0.0,0.0,0.37376275705352185,0.0,0.3060072275527002,0.0
306,path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0827034629689198,12.666798533237985,0.30159044126757106,8.0,0,2.4940815506164347,0.05938289406229606,2.0982245610492005,0.0,9.790385359110967,10.461578462683287,0.0,0.0,16.845992597069802,9.650880798106204,0.0,0.0,0.0,0.0,0.0,0.0,2.3108213963263764,0.0,0.0,11.255678191078005,12.516640175187852,2.2914296605010698,3.5170313346159965,20.881714733566767,21.754446313594915,0.0,0.0,0.0,0.0,0.0,0.0,1.7652504821460808,0.0,0.0,22.38168020811501,24.776483077605455,16.0,16.0,18.89863197314476,16.972059479072936,0.0,0.0,0.0,0.0,0.0,0.0,2.598463109980675,0.0,0.0,10.052189139629258,10.601101530491874,8.0,8.0,30.82744315173163,26.639399539987032,0.0,0.0,0.0,0.0,0.0,0.0,2.3643700873678326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7803674421250922,0.269253278396205,0.0,0.0,0.6455077886824642,0.0,0.2519691871017967,0.4749202594487027,0.0,0.0,0.0
311,star,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6418632907503045,12.666798533237985,0.30159044126757106,8.0,0,2.4940815506164347,0.05938289406229606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25969013297548,0.0,0.0,0.0,0.0,0.0,1.7703627637056527,0.0,0.0,2.396616016382758,2.6708389331577407,0.0,0.0,0.0,0.0,2.5019950145268735,0.0,0.0,0.0,0.0,0.0,2.1028282783750964,4.267491530611255,2.173443242279127,14.747490466558922,14.101155685025482,0.0,0.0,4.5437919219859415,3.730921522843105,2.796345314326522,0.0,0.0,0.0,0.0,0.0,0.97721910033422,0.0,0.0,5.276951970202574,5.697144944902718,5.841585689785807,5.758372957545303,4.851309793382858,4.689624246851926,0.0,0.0,0.0,0.0,0.0,0.0,1.8472240293297255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176315822303124,0.13876914463030313,0.017478125686825025,0.0,0.0,0.0,0.08450724348310286,0.13761394967448348,0.28414227326892566,0.0,0.0
340,star,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.297071190707132,3.3474124703152515,0.0434728892248734,3.233883919087799,0,1.8450570686175864,0.023961780111916707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2860594266945684,0.0,0.0,0.0,0.0,0.0,2.330095099491225,1.9819464271783778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6641196151223219,0.0,0.0,0.0,0.0,0.0,1.5125082638254068,0.0,0.0,2.6574010369416485,3.264903209938903,8.0,8.0,0.0,2.032570481318777,3.813271983936393,0.0,0.0,0.0,0.0,0.0,1.8664953446793293,2.3599031618840067,0.0,0.0,0.0,0.0,2.314037669013873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1470382293131824,0.22248949703439014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06709972459952854,0.5990177294560465,0.0,0.39647568463442234,0.5247745804703264,0.0657185869809336,0.3150328735502564,0.0,0.0,0.0
343,star,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4949165666774326,3.3474124703152515,0.0434728892248734,3.233883919087799,0,1.8450570686175864,0.023961780111916707,0.0,0.0,4.458802699821521,4.355060737179001,0.0,1.67557689021004,2.3263824940513183,2.2194775664060478,0.0,0.0,0.0,0.0,0.0,0.0,1.6090773223960548,0.0,0.0,0.0,0.0,0.0,0.0,3.4249854221260665,4.652746753853078,0.0,0.0,0.0,0.0,0.0,0.0,2.2321304818065064,2.2645176378730367,2.0748533438040955,2.5268751173372483,4.621536844494605,0.0,0.0,10.187149925389576,11.864205260893176,1.710541145448434,0.0,0.0,0.0,0.0,0.0,1.0977445939162247,0.0,0.0,2.9444318625795582,3.3070850339692783,0.0,0.0,4.169216113408341,2.2062036229656745,0.0,0.0,0.0,0.0,0.0,0.0,1.8685816998554365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43699196805980384,0.0,0.0,0.40760271896924677,0.0,0.0,0.0,0.0,0.0,0.0
384,tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4075991848510245,1.9786867807166564,1.901608893776345,0.05407639445881714,1.9109526618208668,0.01504687135292021,0.0,0,1.4429180163458983,0.01136155918382597,2.0982245610492005,0.0,9.790385359110967,10.461578462683287,0.0,0.0,16.845992597069802,9.650880798106204,0.0,0.0,0.0,0.0,0.0,0.0,2.20644172049789,0.0,0.0,11.255678191078005,12.516640175187852,2.2914296605010698,3.5170313346159965,20.881714733566767,21.754446313594915,0.0,0.0,0.0,0.0,0.0,0.0,2.0589421018477596,0.0,0.0,22.38168020811501,24.776483077605455,16.0,16.0,18.89863197314476,16.972059479072936,0.0,0.0,0.0,0.0,0.0,0.0,1.2233888163803721,0.0,0.0,10.052189139629258,10.601101530491874,8.0,8.0,30.82744315173163,26.639399539987032,0.0,0.0,0.0,0.0,0.0,0.0,1.5367311204257477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5908327690755952,0.0,0.6297019617886044,0.0,0.23276616899300775,0.0,0.19676274504283905,0.0,0.0
428,ring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.8519613415592286,2.128045234184983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8276039499784138,8.066652024495491,0.3102558470959804,8.0,0,2.1729556967205785,0.08357521910463764,0.0,0.0,7.0334687795997075,6.061984968242776,8.0,8.0,14.63987433072613,14.182382636460133,0.0,0.0,0.0,0.0,0.0,0.0,2.709910128968779,0.0,0.0,14.255632614922506,16.114888965883054,0.0,0.0,24.94314316752415,23.710964230502583,0.0,0.0,0.0,0.0,0.0,0.0,1.7194156335257007,0.0,0.0,8.0,7.835684964021933,0.0,2.9665707865767805,10.345709455487217,10.91053111607133,1.737791883035723,0.0,0.0,0.0,0.0,0.0,3.280877050276592,0.0,0.0,8.1837895177472,11.871156824682725,0.0,2.137338021118869,15.444650374148349,12.55605783032614,0.0,0.0,0.0,0.0,0.0,0.0,2.6029121430405886,0.0,1.6318767096392466,0.0,0.0,0.0,0.0,0.0,0.3810640218791011,1.217433073296823,1.0532778009309927,0.0,0.027395484795264987,0.0,0.0,0.030208379136759216,0.0,0.0,0.0,0.21931072070150714
