,type,in_strength_1,in_strength_2,out_strength_1,out_strength_2,in_out_strength_1,in_out_strength_2,motif_4_1,motif_4_2,motif_5_1,motif_5_2,motif_6_1,motif_6_2,motif_7_1,motif_7_2,motif_8_1,motif_8_2,motif_9_1,motif_9_2,motif_10_1,motif_10_2,motif_11_1,motif_11_2,motif_12_1,motif_12_2,motif_13_1,motif_13_2,motif_14_1,motif_14_2,motif_15_1,motif_15_2,motif_16_1,motif_16_2,NetEMD_upper_1,NetEMD_upper_2,NetEMD_lower_1,NetEMD_lower_2,NetEMD_comb_1,NetEMD_comb_2,NetEMD_rw_1,NetEMD_rw_2,gaw_score,gaw10_score,gaw20_score,degree_std,first_density,second_density,third_density,small_community,first_strength,second_strength,upper_ipr_1,upper_exp_1,upper_ipr_2,upper_exp_2,upper_ipr_3,upper_exp_3,upper_ipr_4,upper_exp_4,upper_ipr90,upper_abs90,upper_sign_stat_1,upper_sign_stat_2,upper_sign_equal_1,upper_sign_equal_2,upper_absolute_value,lower_ipr_1,lower_exp_1,lower_ipr_2,lower_exp_2,lower_ipr_3,lower_exp_3,lower_ipr_4,lower_exp_4,lower_ipr90,lower_abs90,lower_sign_stat_1,lower_sign_stat_2,lower_sign_equal_1,lower_sign_equal_2,lower_absolute_value,comb_ipr_1,comb_exp_1,comb_ipr_2,comb_exp_2,comb_ipr_3,comb_exp_3,comb_ipr_4,comb_exp_4,comb_ipr90,comb_abs90,comb_sign_stat_1,comb_sign_stat_2,comb_sign_equal_1,comb_sign_equal_2,comb_absolute_value,rw_ipr_1,rw_exp_1,rw_ipr_2,rw_exp_2,rw_ipr_3,rw_exp_3,rw_ipr_4,rw_exp_4,rw_ipr90,rw_abs90,rw_sign_stat_1,rw_sign_stat_2,rw_sign_equal_1,rw_sign_equal_2,rw_absolute_value,path_2,path_3,path_5,path_6,path_7,path_8,path_9,path_10,path_11,path_12,path_13,path_14,path_15,path_16,path_17,path_18,path_19,path_20,path_4
35,path,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16816683012438366,1.3571141283629875,0.007415924198704849,0.0,0,1.2141749111673639,0.0066348355801495295,5.2423985139557265,4.147096632426426,0.0,0.0,0.0,0.0,0.0,0.0,13.466430065799187,0.0,0.0,0.0,0.0,0.0,1.803687035908078,17.7195569439552,14.450492289177376,0.0,0.0,0.0,0.0,0.0,0.0,6.171829289368149,0.0,1.6676472823744055,0.025267383066278872,0.0,0.0,1.2273588774381388,4.196819108655694,2.642976061267647,0.0,0.0,0.0,0.0,0.0,0.0,2.100040057394717,1.6994722334437224,0.0,0.0,0.0,0.0,1.2962232816924653,12.151871836312015,5.5755415892261375,0.0,0.0,0.0,0.0,0.0,0.0,7.756825363990675,0.0,0.0,0.0,0.0,0.0,1.4681464893640561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,tree,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6969561948915157,1.4119169235314228,0.008879980651141024,0.0,0,1.1806203199775842,0.007425285031305561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1244568334781606,0.0,0.0,0.0,0.0,0.0,1.3275219376349616,0.0,0.0,1.980968021794223,2.518458979967271,8.0,8.0,1.6959577463288906,1.8464539736476604,0.0,0.0,0.0,0.0,0.0,0.0,1.088091155431942,2.3362562713578248,2.352115971396568,3.969944795275559,4.101341507287755,0.0,0.0,3.105338333359034,2.915812868455376,5.793073831278507,0.0,0.0,0.0,0.0,0.0,2.144157196640603,1.773038622075589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4467091236310832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,ring,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.67280464545521,2.128045234184983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016986548497421269,2.1541298580573502,0.03263833118268712,4.8036214675177575,0,1.5474229933367682,0.023445802929344974,0.0,0.0,8.0,7.786604801354373,8.0,8.0,2.7096711083396037,2.0847496411809505,0.0,0.0,0.0,0.0,0.0,0.0,2.012094875155522,0.0,0.0,6.980770675010787,5.880299619176756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1622356739314512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0142721635534815,0.0,0.0,2.7238287402984893,3.226454269880982,0.0,0.0,1.7719528613058029,1.9227938810931229,0.0,0.0,0.0,0.0,0.0,0.0,1.8498638074911486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,ring,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.5367479915326254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42296505758557235,2.1541298580573502,0.03263833118268712,4.8036214675177575,0,1.5474229933367682,0.023445802929344974,0.0,0.0,3.4220349846577234,5.4265222779639135,0.0,0.0,1.8868232871582753,2.1616949136756056,0.0,0.0,0.0,0.0,0.0,0.0,1.5694671462348322,9.715602000056895,0.0,10.372299755937183,10.839415358489376,0.0,2.0115530682922342,23.438712287539026,23.512948264529378,2.74171841528503,0.0,0.0,0.0,0.0,0.0,1.6442831514753589,1.8088151738106837,0.0,6.658993917138183,5.957358471381716,0.0,0.0,12.953537858820297,7.2698910129239565,0.0,0.0,0.0,0.0,0.0,0.0,1.0458756856165825,0.0,0.0,0.0,0.0,8.0,8.0,2.295680081393039,3.814947443683412,0.0,0.0,0.0,0.0,0.0,0.0,1.8728403659305122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,clique,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.504530530878774,1.9845680251415017,-0.6811605947462452,1.3571141283629875,0.007415924198704849,0.0,0,1.2141749111673639,0.0066348355801495295,0.0,0.0,40.0,38.87008513953515,32.0,32.0,40.0,38.91432671650126,0.0,0.0,0.0,0.0,0.0,0.0,1.1511289741065611,0.0,0.0,32.0,32.0,15.061015626457905,14.47543131627453,47.50867237899264,46.647854301357725,0.0,0.0,0.0,0.0,0.0,0.0,1.484310419962676,0.0,0.0,37.043062097825626,37.72367819606674,49.88736222110173,50.66906845863976,61.212607002733506,52.1661285037317,0.0,0.0,0.0,0.0,0.0,0.0,2.0691132018673613,0.0,0.0,77.17516514153456,77.72227574883374,80.0,80.0,80.0,78.79924018494691,0.0,0.0,0.0,0.0,0.0,0.0,2.3250175832649034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,ring,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.128045234184983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5112951097721194,1.4119169235314228,0.008879980651141024,0.0,0,1.1806203199775842,0.007425285031305561,3.7007195476558143,1.6615134403890728,0.0,0.0,0.0,0.0,0.0,0.0,8.064132671752919,3.3523397777901445,0.0,0.0,0.0,0.0,1.1977894032434921,10.147055549302483,8.241408060146522,0.0,0.0,0.0,0.0,0.0,0.0,5.568638358293385,1.6508850614505342,0.0,0.0,0.0,0.0,1.3917187349785194,1.8850378374314951,0.0,0.0,0.0,0.0,0.0,0.0,2.0900734197083293,18.463064565534285,1.6941588246654016,0.0,0.0,0.0,0.0,1.1798378860350582,6.32963116886553,1.8586101279460605,0.0,0.0,0.0,0.0,0.0,0.0,3.6865963193779927,0.0,0.0,0.0,0.0,0.0,1.3417797066958137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,star,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08663139733680501,2.5113236262862593,0.0330437319248192,7.521970310411665,0,1.6795939597643346,0.02209992052321493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1244568334781606,0.0,0.0,0.0,0.0,0.0,1.1597407186275523,0.0,0.0,1.980968021794223,2.518458979967271,8.0,8.0,1.6959577463288906,1.8464539736476604,0.0,0.0,0.0,0.0,0.0,0.0,1.7398896845137017,2.3362562713578248,2.352115971396568,3.969944795275559,4.101341507287755,0.0,0.0,3.105338333359034,2.915812868455376,5.793073831278507,0.0,0.0,0.0,0.0,0.0,0.744745358318567,1.773038622075589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.737985023997424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,path,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8476287700208868,2.5113236262862593,0.0330437319248192,7.521970310411665,0,1.6795939597643346,0.02209992052321493,5.2423985139557265,4.147096632426426,0.0,0.0,0.0,0.0,0.0,0.0,13.466430065799187,0.0,0.0,0.0,0.0,0.0,1.5042267768821167,17.7195569439552,14.450492289177376,0.0,0.0,0.0,0.0,0.0,0.0,6.171829289368149,0.0,1.646227378636128,0.024570557890091462,0.0,0.0,0.9806439797791672,4.196819108655694,2.642976061267647,0.0,0.0,0.0,0.0,0.0,0.0,2.100040057394717,1.6994722334437224,1.7356976377961355,0.026703040581479008,0.0,0.0,2.0621677615129546,12.151871836312015,5.5755415892261375,0.0,0.0,0.0,0.0,0.0,0.0,7.756825363990675,0.0,0.0,0.0,0.0,0.0,1.3621246095680248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,path,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4263623672850566,2.5113236262862593,0.0330437319248192,7.521970310411665,0,1.6795939597643346,0.02209992052321493,0.0,0.0,3.4220349846577234,5.4265222779639135,0.0,0.0,1.8868232871582753,2.1616949136756056,0.0,0.0,0.0,0.0,0.0,0.0,1.7819580250783906,9.715602000056895,0.0,10.372299755937183,10.839415358489376,0.0,2.0115530682922342,23.438712287539026,23.512948264529378,2.74171841528503,0.0,0.0,0.0,0.0,0.0,1.4175783607493593,1.8088151738106837,0.0,6.658993917138183,5.957358471381716,0.0,0.0,12.953537858820297,7.2698910129239565,0.0,0.0,0.0,0.0,0.0,0.0,2.295549319435951,0.0,0.0,0.0,0.0,8.0,8.0,2.295680081393039,3.814947443683412,0.0,0.0,0.0,0.0,0.0,0.0,1.908106319848281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,star,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6550813924130203,0.0,0.0,-0.08663139733680501,2.5113236262862593,0.0330437319248192,7.521970310411665,0,1.6795939597643346,0.02209992052321493,0.0,0.0,22.54563458711422,24.141164091297735,22.020809470796983,23.208770503710966,14.160298726772094,16.658772112525526,0.0,0.0,0.0,0.0,0.0,0.0,1.1611129389231782,0.0,0.0,19.917637227762675,20.319973876750378,14.693843499706613,15.18733844188495,16.716976146442775,17.34709367398063,0.0,0.0,0.0,0.0,0.0,0.0,3.20678188599923,0.0,0.0,17.484168657761096,16.81084985553492,13.870899966346874,14.03899745944141,21.44760580129806,15.911095253132064,0.0,0.0,0.0,0.0,0.0,0.0,1.1347411926343791,0.0,0.0,2.122033730802756,5.841119109095972,24.0,24.0,9.096425553790262,9.280594561239464,0.0,0.0,0.0,0.0,0.0,0.0,2.4556917772054856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
